Timestamp,difficulty
6/24/14 0:00,13462580115
6/27/14 0:00,13462580115
6/30/14 0:00,16818461371
7/3/14 0:00,16818461371
7/6/14 0:00,16818461371
7/9/14 0:00,16818461371
7/12/14 0:00,16818461371
7/15/14 0:00,17336316979
7/18/14 0:00,17336316979
7/21/14 0:00,17336316979
7/24/14 0:00,17336316979
7/27/14 0:00,18736441558
7/30/14 0:00,18736441558
8/2/14 0:00,18736441558
8/5/14 0:00,18736441558
8/8/14 0:00,19729645941
8/11/14 0:00,19729645941
8/14/14 0:00,19729645941
8/17/14 0:00,19729645941
8/20/14 0:00,23844670039
8/23/14 0:00,23844670039
8/26/14 0:00,23844670039
8/29/14 0:00,23844670039
9/1/14 0:00,27428630902
9/4/14 0:00,27428630902
9/7/14 0:00,27428630902
9/10/14 0:00,27428630902
9/13/14 0:00,27428630902
9/16/14 0:00,29829733124
9/19/14 0:00,29829733124
9/22/14 0:00,29829733124
9/25/14 0:00,29829733124
9/28/14 0:00,34661425924
10/1/14 0:00,34661425924
10/4/14 0:00,34661425924
10/7/14 0:00,34661425924
10/10/14 0:00,35002482026
10/13/14 0:00,35002482026
10/16/14 0:00,35002482026
10/19/14 0:00,35002482026
10/22/14 0:00,35002482026
10/25/14 0:00,35985640265
10/28/14 0:00,35985640265
10/31/14 0:00,35985640265
11/2/14 23:00,35985640265
11/5/14 23:00,39603666252
11/8/14 23:00,39603666252
11/11/14 23:00,39603666252
11/14/14 23:00,39603666252
11/17/14 23:00,39603666252
11/20/14 23:00,40300030328
11/23/14 23:00,40300030328
11/26/14 23:00,40300030328
11/29/14 23:00,40300030328
12/2/14 23:00,40300030328
12/5/14 23:00,40007470271
12/8/14 23:00,40007470271
12/11/14 23:00,40007470271
12/14/14 23:00,40007470271
12/17/14 23:00,39457671307
12/20/14 23:00,39457671307
12/23/14 23:00,39457671307
12/26/14 23:00,39457671307
12/29/14 23:00,39457671307
1/1/15 23:00,40640955017
1/4/15 23:00,40640955017
1/7/15 23:00,40640955017
1/10/15 23:00,40640955017
1/13/15 23:00,43971662056
1/16/15 23:00,43971662056
1/19/15 23:00,43971662056
1/22/15 23:00,43971662056
1/25/15 23:00,43971662056
1/28/15 23:00,41272873895
1/31/15 23:00,41272873895
2/3/15 23:00,41272873895
2/6/15 23:00,41272873895
2/9/15 23:00,44455415962
